Type of work,Experience,Employment Type,Operating mode,Job ID,Job Title,Employer Name,Job Description,Salaries,Category_manual,Category
Full-time,Mid,B2B,Remote,609,BI Consultant,Primaris,"Forma współpracy : kontrakt B2B Tryb: praca zdalna Aktualnie do jednego z projektów/zespołów poszukujemy osoby na stanowisko BI Consultant , która posiada min. 3 lat komercyjnego doświadczenia. Dlatego jeśli szukasz pracy z : zaawansowanym SQL, tworzeniem raportów w Power BI, pracą z Microsoft SQL Server i SSRS, a także chcesz rozwijać swoje umiejętności w obszarze Business Intelligence – chętnie z Tobą porozmawiamy! Wiodący stack technologiczny: SQL, T-SQL, Power BI, Microsoft SQL Server, SSRS, Report Builder, Salesforce. Projekt który będziemy gotowi Ci zaproponować dotyczy : Rozwoju rozwiązań raportowych dla międzynarodowego systemu do zarządzania portfelem projektów, wykorzystywanego przez globalne firmy z obszaru HR, logistyki i produkcji. Praca obejmuje tworzenie zaawansowanych raportów na bazie produkcyjnej z wykorzystaniem SQL i Power BI, w oparciu o zgłoszenia w systemie Salesforce. Zakres raportowania obejmuje dane projektowe, finansowe i zasoby projektowe. Wymagania: Min. 3 roku komercyjnego doświadczenia na podobnym stanowisku Bardzo dobra znajomość SQL + tworzenie zapytań do bazy Biegła znajomość języka angielskiego (C1) Zaawansowana znajomość PowerBI (głównie Desktop) Doświadczenie w komunikacji i współpracy bezpośrednio z klientem Mile widziane będzie doświadczenie pracy z narzędziami raportowymi: Microsoft Report Bulider W naszej firmie będziesz mógł/mogła liczyć na: Pracę w organizacji z ugruntowaną pozycją rynkową Projekty, w których będziesz miał/miała wpływ na ich rozwój Współpracę z ciekawymi klientami biznesowymi z różnych branż ( m.in .: finanse, bankowość, ubezpieczenia, healthcare, robotyzacja, energetyka, media), Permanentny mentoring zarówno techniczny jak i biznesowo-menedżerski, np. podczas naszych cyklicznych szkoleń ( m.in . Git, Gitflow, Angular, Docker), czy wew. programów rozwojowych (Primaris x TechTalks, Primaris Leadership Academy) oraz zewnętrznych kursów.Już na etapie on-boardingu zapewniamy dostęp do naszych wewnętrznych szkoleń, cyklicznych spotkań, które serializujemy na Confluence oraz platformy e-learning Świetną atmosferę pracy, wśród zaangażowanych ludzi z pasją w płaskiej strukturze z prostymi procesami Kompleksowy pakiet benefitów skrojonych na miarę - prywatna opieka medyczna dla Ciebie oraz dla Twojej rodziny, Multisport dla Ciebie i os. towarzyszącej - Ty decydujesz, co wybierasz! Cały proces rekrutacyjny oraz onboarding prowadzony jest zdalnie. Proces rekrutacyjny składa się z: rozmowy telefonicznej z osobą z działu Rekrutacji & HR (do 30 min) zdalnej video rozmowy - weryfikacji techniczno-biznesowej z naszym specjalistą/specjalistką (60-90 min) zdalnego spotkania z liderem po stronie klienta projektu (30-60 min) finalnej decyzji dotyczącej oferty Primaris Services to ponad 250 ekspertów na pokładzie i 15 lat doświadczenia w branży IT na rynku polskim oraz zagranicznym.Realizujemy ambitne projekty o wysokiej złożoności z różnych obszarów - m.in . bankowości, ubezpieczeń, funduszy inwestycyjnych czy branży logistycznej (mamy ponad 40 aktywnych klientów!). Rośniemy w siłę oraz ciągle poszerzamy portfolio zarówno naszych usług jak i klientów. Zakres naszej działalności obejmuje budowę systemów od zera, ich rozwój oraz utrzymanie, wdrożenia produktowe, alokacje całych Zespołów, a także pojedynczych Ekspertów w strukturach Klienta. Ponadto od kilku lat działamy bardzo intensywnie jako złoty Partner firmy UiPath (obszar Robotic Process Automation) budując roboty i sprzedając licencje u naszych Klientów. Co miesiąc dołącza do nas 7 nowych osób! Wierzymy, że zgrany zespół i ludzie z pasją to klucz do naszego wspólnego sukcesu! Właśnie dlatego ciągle poszukujemy nowych, zdolnych osób, które zasilą nasze szeregi.","[{""min"": 80, ""max"": 100, ""type"": ""Net per hour - B2B""}]",Data Analysis & BI,Data Analysis & BI
Full-time,Mid,B2B,Remote,610,Data Engineer,Keyloop,"Keyloop bridges the gap between dealers, manufacturers, technology suppliers and car buyers. We empower car dealers and manufacturers to fully embrace digital transformation. How? By creating innovative technology that makes selling cars better for our customers, and buying and owning cars better for theirs. We use cutting-edge technology to link our clients’ systems, departments and sites. We provide an open technology platform that’s shaping the industry for the future. We use data to help clients become more efficient, increase profitability and give more customers an amazing experience. Want to be part of it? Job Title: Data Platform Engineer Job Summary : We are seeking a highly skilled and experienced Data Engineer to join our team. The successful candidate will be responsible for developing and maintaining our Data Lake and existing Data Pipelines, as well as continually exploring, analyzing, and proposing improvements to existing processes and tooling. They will also be responsible for ensuring best practices are being adopted and staying up to date with the latest research and trends in Data Engineering. Skills Required: Strong background in Data Engineering, with experience in developing and maintaining Data Pipelines and Data Lakes Proven record of accomplishment of staying up to date with the latest research and best practices in Data Engineering Excellent technical skills in Data Engineering tools and technologies Advanced proficiency in Python and SQL Understanding of AWS cloud technologies, including infrastructure as code (CDK preferred) Effective communication and interpersonal skills, with the ability to work effectively with stakeholders at all levels Strong understanding of information security and data protection principles Experience in driving technical and career development, creating appropriate goals and seeking learning opportunities within the company and the wider software community Good understanding and prior experience of the Agile process (Scrum or Kanban) Fluency with software design patterns Experience working with automotive retail technology would be a distinct advantage Key Responsibilities: Maintain and develop the Data Lake and existing Data Pipelines to support the product and data teams’ requirements Continuously explore, analyze, and propose improvements to existing processes and tooling Stay up to date with the latest research, trends and best practices in Data Engineering Support the Business Intelligence team and wider Company in querying centralized data stores, including the Data Lake Work within department to maintain an ongoing understanding of the company’s data strategy and roadmap Proactively report on issues and problems Work independently, manage day-to-day workload and priorities, and take accountability for direction and output Drive your own technical and career development, create appropriate goals, and seek learning opportunities within the company and the wider software community Support colleagues on calls or in meetings with clients, partners, and suppliers as required Maintain systems under the team’s control, including user and access management Support colleagues and HR with onboarding as well as offboarding processes Ensure information security, data protection and support the business in complying with any legal obligations imposed upon it through positive actions Technologies: Python SQL: Trino, Spark-SQL, Hive, TSQL AWS Cloud services (including: s3, step functions, glue, CDK) Terraform Linux Windows Why join us? We’re on a journey to become market leaders in our space – and with that comes some incredible opportunities. Collaborate and learn from industry experts from all over the globe. Work with game-changing products and services. Get the training and support you need to try new things, adapt to quick changes and explore different paths. Join Keyloop and progress your career, your way. An inclusive environment to thrive We’re committed to fostering an inclusive work environment. One that respects all dimensions of diversity. We promote an inclusive culture within our business, and we celebrate different employees and lifestyles – not just on key days, but every day. Be rewarded for your efforts We believe people should be paid based on their performance so our pay and benefits reflect this and are designed to attract the very best talent. We encourage everyone in our organisation to explore opportunities which enable them to grow their career through investment in their development but equally by working in a culture which fosters support and unbridled collaboration. Keyloop doesn’t require academic qualifications for this position. We select based on experience and potential, not credentials. We are also an equal opportunity employer committed to building a diverse and inclusive workforce. We value diversity and encourage candidates of all backgrounds to apply .","[{""min"": 18000, ""max"": 23000, ""type"": ""Net per month - B2B""}]",Data Engineering,Data Engineering
Full-time,Senior,Permanent,Remote,611,Data Architect (Vault 2.0 and Snowflake),Upvanta sp. z o.o.,"Assess the client's existing data platform and define a clear and actionable transformation roadmap Define the platform strategy and long-term vision aligned with business needs Lead stakeholder engagement and manage change processes (change management) Coordinate and plan delivery efforts across multiple teams Potential to lead a technical delivery team Proven experience with Data Vault 2.0 modeling and architecture Strong hands-on experience with Snowflake Practical knowledge of DBT (Data Build Tool) for data transformation workflows Familiarity with AWS cloud services (e.g., S3, Lambda, Glue) Solid background in stakeholder management and delivering data transformation projects Team leadership experience is a plus, or a willingness to take on a managerial role",[],Data Architecture,Data Architecture
Full-time,Senior,B2B,Remote,612,Senior Automation Hero,Automation House,"🤖 Jak działamy? W Automation House pracujemy w zgranym i zaangażowanym zespole, który zajmuje się narzędziami no-code oraz low-code i automatyzacją procesów w firmach. Nasza misja to ocalić naszych Klientów przed ciągłą i żmudną pracą manualną, wdrażając rozwiązania AI i wprowadzając ich w nową rzeczywistość. Pomagamy uporządkować procesy i usprawnić codzienną pracę, co przynosi ogromną satysfakcję, mając świadomość rzeczywistego, pozytywnego wpływu na funkcjonowanie biznesu naszych Klientów. Stawiamy na pełną transparentność współpracy i zaangażowanie, dobierając możliwie najlepiej pasujących specjalistów do profilu firmy. Przygotowaliśmy dla Ciebie ciekawy i angażujący proces rekrutacji z udziałem zespołu Automation House i Tigers! 🤖 Za co będziesz odpowiedzialny? 🔹 Projektujesz, wdrażasz i utrzymujesz procesy automatyzacji przy użyciu narzędzi no-code i AI. 🔹 Budujesz relacje oraz utrzymujesz stały kontakt ze swoimi klientami. 🔹 Prowadzisz warsztaty dla potencjalnych i obecnych klientów firmy. 🔹 Prowadzisz analizę biznesową pod kątem optymalizacji procesów (mapowanie procesów) 🔹Odpowiadasz za projektowanie relacyjnych baz danych 🔹 Przygotowujesz propozycje automatyzacji i uczestniczysz w ofertowaniach. 🔹 Bierzesz udział w działaniach mających na celu promocję firmy (eventy, warsztaty). 🔹 Monitorujesz i analizujesz wydajność wdrożonych rozwiązań oraz wprowadzasz niezbędne usprawnienia. 🤖 Co cechuje idealnego Senior Automation Hero? 🔹 Min. 5-letnie doświadczenie w zakresie optymalizacji i automatyzacji procesów. 🔹 Doskonała znajomość narzędzi Make (dawniej Integromat) oraz Airtable oraz ClickUp. 🔹 Mile widziana znajomość n8n oraz innych narzędzi automatyzacyjnych. 🔹 Umiejętność analizy i rozumienia procesów biznesowych klienta oraz mapowania tych procesów. 🔹 Zainteresowanie nowymi technologiami i AI 🔹 Doświadczenie w pracy z biznesem, klientami B2B. 🔹 Znajomość języka angielskiego na poziomie min. B2. 🔹 Dostępność full-time. 🤖 Co oferujemy? 🔹 Błyskawiczny rozwój – u nas w kwartał nauczysz się tyle, ile w innych miejscach w rok. 🔹 Brak sufitu – chcesz iść w eksperta czy account managera? Sam zdecyduj! Masz pomysł na rozwój usługi? Dostajesz wsparcie, by to zrobić. 🔹 Ekspozycja w branży – posiadamy najmocniejsze kanały komunikacji w branży, w których możesz budować wizerunek eksperta. 🔹 Koleżeński zespół – w Automation House szczególną wagę przywiązujemy do budowania relacji między sobą! 🔹 Doskonałość operacyjna – dbamy o Twój komfort pracy dzięki przejrzystym procesom i pełnej jasności – wiesz co robić i wiesz po co to robisz. 💸 Wynagrodzenie Stawka godzinowa na tym stanowisku to 100zł/h netto na fakturze (B2B).",[],Unclassified,Unclassified
Full-time,Senior,Permanent,Hybrid,613,Senior Data Architect,KUBO,"We are looking for a Senior Data Architect to join our global Data & Analytics team and lead the design and implementation of scalable, reusable, and high-performing data and AI solutions. This role is critical to delivering analytical products that empower data-driven decision-making across various business domains. As a Senior Data Architect, you will take ownership of architecture and implementation, ensuring solutions are scalable, cost-efficient, and aligned with data governance and security standards. Key responsibilities: Lead the technical implementation of analytical and AI solutions in e.g. finance, controlling Own the development of harmonized, enriched, and reusable data models and KPIs based on data from multiple sources Translate business and functional requirements into technical architecture, considering scalability, reusability, performance, security, and cost efficiency Lead and mentor internal and external development teams Design and orchestrate end-to-end data pipelines, implement data quality and governance processes, and ensure delivery of production-ready data assets Ideal candidate profile: At least 5+ years of experience in Data & Analytics or AI, ideally in supply chain Proven experience in leading technical teams Strong technical knowledge in data architecture and engineering using technologies such as Azure Data Lake, Azure Synapse, Databricks Experience with BI tools like Tableau or Power BI and understanding of data cataloging and data quality management Fluent English Conditions: Work model: Hybrid – 1 day per week in the Warsaw office Salary: 20 000-28 000 PLN gross/month Employment type: Full-time employment contract (UoP) directly with the client Business trips to Germany 1-2 times a year Benefits: VIP Medical Care Package, Life & Travel Insurance, Company Bonus, Holiday allowance, Co-financed sport card *Relocation package and full support with relocation to Warsaw Recruitment steps: Phone call with a Recruiter (20 - 30 min.) First interview with a Manager (1h) Second interview with a technical team (1h) Feedback and decision","[{""min"": 20000, ""max"": 28000, ""type"": ""Gross per month - Permanent""}]",Data Architecture,Data Architecture
Full-time,Senior,Permanent,Hybrid,614,Senior Data Engineer,Harvey Nash Technology,"3+ years of strong Python development experience and solid engineering practices Expertise in microservices frameworks and event-driven architectures Advanced Spark skills (PySpark, Scala) with experience in scalable, maintainable pipelines Experience with Spark Streaming and Delta Lake Familiarity with Kubernetes and MongoDB Proven AWS cloud experience Design, build, and enhance data pipelines for streaming and batch processing Extend and support our AWS cloud data platform Develop features using Databricks pipelines, Unity Catalog, and Spark Streaming Lead and mentor the team, promoting best practices and process improvements Gather requirements from stakeholders and deliver high-quality solutions Partner with customers to ensure project success What You’ll Bring 3+ years of strong Python development experience and solid engineering practices Expertise in microservices frameworks and event-driven architectures Advanced Spark skills (PySpark, Scala) with experience in scalable, maintainable pipelines Experience with Spark Streaming and Delta Lake Familiarity with Kubernetes and MongoDB Proven AWS cloud experience Strong communication and a commitment to high ethical standards","[{""min"": 32000, ""max"": 40000, ""type"": ""Gross per month - Permanent""}]",Data Engineering,Data Engineering
Full-time,Mid,B2B,Remote,615,Database Administrator,Upvanta sp. z o.o.,"Instalacja, konfiguracja i utrzymanie systemów zarządzania bazami danych. Monitorowanie wydajności baz danych oraz wdrażanie optymalizacji poprawiających efektywność działania. Zapewnienie integralności i bezpieczeństwa danych poprzez stosowanie odpowiednich środków ochronnych. Regularne wykonywanie kopii zapasowych baz danych oraz operacji odzyskiwania danych. Współpraca z zespołem programistów w zakresie projektowania i optymalizacji struktur baz danych. Diagnozowanie problemów i udzielanie wsparcia technicznego użytkownikom baz danych. Prowadzenie dokumentacji dotyczącej konfiguracji i procedur zarządzania bazą danych. Śledzenie najnowszych trendów i najlepszych praktyk w dziedzinie baz danych. Wykształcenie wyższe w dziedzinie Informatyki, Technologii Informacyjnych lub pokrewnej. Doświadczenie na stanowisku Administratora Baz Danych lub w podobnej roli. Znajomość systemów zarządzania bazami danych takich jak Oracle, SQL Server lub MySQL. Dobra znajomość projektowania baz danych oraz modelowania danych. Umiejętność wykonywania procedur backupu i odzyskiwania danych. Zdolności analityczne, dokładność oraz umiejętność rozwiązywania problemów. Komunikatywność i umiejętność pracy w zespole. Doświadczenie z rozwiązaniami baz danych w chmurze. Znajomość hurtowni danych oraz procesów ETL. Wiedza z zakresu bezpieczeństwa baz danych.",[],Database Administration,Database Administration
Full-time,Senior,Permanent or B2B,Hybrid,616,DataOps Engineer,ALTEN Polska,"▶️ Lokalizacja: Warszawa / Kraków / Gdańsk ▶️ Branża : bankowość ▶️ Doświadczenie: 6+ lat ALTEN – Światowy lider usług inżynieryjnych i IT Grupa ALTEN, założona w 1988 roku we Francji, jest wiodącym partnerem technologicznym, obsługującym największych klientów na świecie. W 2023 roku osiągnęła przychody przekraczające 4,07 miliarda euro i zatrudnia ponad 57 000 pracowników, w tym 88% inżynierów i ekspertów IT. ALTEN Polska działa od 13 lat, wspierając innowacje, badania i rozwój oraz systemy IT swoich klientów. Posiada biura w Krakowie, Warszawie, Wrocławiu, Gdańsku i Poznaniu. Obsługuje kluczowe branże, takie jak lotnicza, kosmiczna, przemysłowa, motoryzacyjna, kolejowa, energetyczna, finansowa, telekomunikacyjna i sprzedażowa. Zakres ekspertyzy : analiza biznesowa, cyberbezpieczeństwo, sztuczna inteligencja, analiza danych i rozwiązania chmurowe, rozwój aplikacji, testowanie oprogramowania, zarządzanie projektami, oprogramowanie wbudowane, zarządzanie jakością, industrializacja, transformacja cyfrowa oraz inżynieria przemysłowa. Więcej informacji na http: //www.altenpolska.pl Opis projektu: Realizacja projektu związanego z rozwojem i utrzymaniem systemów danych oraz platform przetwarzania danych w branży bankowej / finansowej. Zakres odpowiedzialności: Wdrażanie nowych funkcji i systemów, aktualizacji i konfiguracji Monitorowanie wydajności i dostępności systemów Analiza błędów, obsługa incydentów, współpraca z innymi zespołami Projektowanie i rozwój platform danych (ETL, SQL, dbt, Airbyte, Dagster, Snowflake) Optymalizacja zapytań, automatyzacja procesów i wsparcie analityczne Wymagania: Doświadczenie na poziomie seniora (6–8 lat) Bardzo dobra znajomość SQL/NoSQL, baz danych i rozwiązań ETL Znajomość środowisk chmurowych (AWS, Azure, GCP) oraz narzędzi DevOps (CI/CD, kontrola wersji) Praktyka w pracy z Dockerem i Kubernetesem Znajomość języka angielskiego na poziomie min. B2 Gotowość do dyżurów on-call (sporadycznie) Umiejętność pracy zespołowej w metodykach zwinnych (SCRUM) DNA ALTEN łączy w sobie ludzkie wartości, kulturę doskonałości i doświadczenie w służbie swoim klientom. Oferujemy indywidualne podejście do każdego pracownika w duchu work-life balance. Kładziemy nacisk na odpowiedzialny, zrównoważony rozwój i proekologiczne rozwiązania. Oferujemy: ▪ Umowę na pełen etat z możliwością wyboru formy zatrudnienia (UoP/B2B) ▪ Stabilną i długoterminową współpracę ▪ Jasno zdefiniowaną ścieżkę kariery i możliwość rozwoju ▪ Udział w konferencjach branżowych, szkoleniach i warsztatach oraz spotkaniach integracyjnych ▪ Możliwość odbycia kursów i zdobycia certyfikacji ▪ Możliwość relokacji w ramach lokalnych oddziałów ALTEN Polska BENEFITY: ▪ Prywatna opieka dentystyczna Medicover ▪ Platforma zakupowa Medicover Benefits / karta sportowa Medicover ▪ Program poleceń pracowników ALTEN Talenty ▪ Wyprawka dla nowonarodzonego dziecka pracownika ▪ Ubezpieczenie grupowe na życie ▪ Możliwość udziału w programie emerytalnym Dołącz do naszego zespołu i razem z nami twórz przyszłość technologii już dziś! Klikając w przycisk „ Wyślij ” zgadzasz się na przetwarzanie przez Alten Polska sp. z o.o. z siedzibą w Warszawie Twoich danych osobowych zawartych w zgłoszeniu rekrutacyjnym w celu prowadzenia rekrutacji na stanowisko wskazane w ogłoszeniu. W każdym momencie możesz cofnąć zgodę, kontaktując się z nami pod adresem ALTEN_PL_RODO@alten.com , co oznacza zakończenie rekrutacji i nieuwzględnienie Twojej kandydatury przy przyszłych rekrutacjach. Pełną informację odnośnie przetwarzania Twoich danych osobowych znajdziesz https: //docs.altenpolska.pl/do_pobrania/Klauzula_informacyjna_dla_potencjalnych_pracownikow.pdf UWAGA: Uprzejmie informujemy, że skontaktujemy się z wybranymi kandydatami",[],Data Engineering,Data Engineering
Full-time,Mid,Permanent or B2B,Remote,617,Data Engineer,Tooploox,"We are Tooploox 💎 , an AI software development company offering custom AI solutions and services. We help innovative companies and startups design and build digital products with generative AI, mobile, and web technologies. Our team, consisting of nearly 200 experts including our R&D team of over 40 engineers, many with PhDs, has pioneered AI solutions across industries like healthcare, fashion, and e-commerce. We’ve published over 15 research papers in top conferences like NeurIPS and ICML. We're on the lookout for a Data Engineer 📊 to take on a pivotal role in our team. You'll be at the heart of working with data, focusing on scalable batch and streaming data pipelines . If you're someone who loves to merge traditional software development with innovative AI technologies, this role is tailor-made for you. Design, develop, and maintain scalable batch and streaming data pipelines. Work with Python to transform, process, and integrate data. Handle a mix of structured and unstructured data, including work with NoSQL and vector databases. Optimize performance across big data workflows , including tuning Hive and Spark jobs. BS/BA in Data Engineering/Computer Science + 2 years of experience or related field or 5 years of relevant experience. Extensive expertise with Apache Spark (especially PySpark), Hadoop, and Apache Hive with a proven track record of optimizing large-scale data systems. Strong programming skills in Python. Comprehensive understanding of database concepts, including experience with NoSQL databases (e.g., MongoDB, Redis) and ideally vector databases. Proven hands-on experience with stream processing, preferably using Apache Flink. In-depth knowledge of distributed computing, data warehousing, and performance optimization techniques. Exceptional problem-solving and communication skills, with experience working in cross-functional teams. Fluency in Polish and English. Experience with LLMs, prompt engineering, or machine learning workflows (we use this in conjunction with vector DBs). Experience in Java or Scala - useful for deeper Spark optimization or contributing to broader engineering projects. Familiarity with Spring Boot for building and deploying data applications. 🏖️ 26 days of annual service break. 🤒 An additional pool of 14 days per year paid at 80% of your standard rate . 🇬🇧 English lessons once a week or more frequently, depending on your needs. 📚 Access to a curated library of books and e-books, regularly updated based on employee suggestions, plus recurring knowledge-sharing initiatives . 🏡 Flexible hours and the option to work 100% remotely or from one of our offices in Wrocław or Warsaw . 💻 Top-quality equipment – we provide MacBooks, new monitors, noise-cancelling headphones, and any additional gear you may need to work comfortably. 🏥 Group insurance with Warta and private medical care with Enel-Med for just 1 PLN. 🧠 Mental health support – we offer access to a psychologist with fully anonymous consultations if needed. 🏋️‍♂️ Multisport card (we cover most of the cost – your contribution is currently no more than 45 PLN, or less depending on the selected package), access to gyms in our Wrocław and Warsaw offices , and sports initiatives like the annual Bike 2 Work Challenge . 🍕🎮🕺🏻 We host team lunches, webinars, game nights, and social events . We enjoy the occasional barbecue, dance party, time on the terrace, foosball, or PlayStation session.","[{""min"": 18000, ""max"": 22000, ""type"": ""Net per month - B2B""}, {""min"": 16000, ""max"": 20000, ""type"": ""Gross per month - Permanent""}]",Data Engineering,Data Engineering
Part-time,Senior,B2B,Remote,618,Senior BI Consultant / Analityk Power BI,Ness Solution,"🎯 Poszukiwany Senior BI Consultant / Analityk Power BI Lokalizacja: 100% zdalnie opcjonalnie praca hybrydowa (Warszawa) Umowa B2B | 0,5 FTE Tech stack: Power BI, SQL, R (opcjonalnie), Tableau, Azure 💼 O roli Szukamy doświadczonego konsultanta BI, który połączy kompetencje analityczne, deweloperskie i konsultingowe, aby wspierać kluczowe inicjatywy raportowe oraz strategiczne projekty IT i transformacji operacyjnej w jednej z największych instytucji finansowych w Polsce. 🧰 Twoje zadania Tworzenie i rozwój zaawansowanych dashboardów w Power BI (DAX, M Query) Projektowanie warstw danych (Data Marts, KPI Engines) Współpraca z zespołem IT i raportingu zarządczego Automatyzacja procesów raportowych (ETL, API, data flows) Udział w definiowaniu metryk, KPI, SLA oraz tworzeniu raportów zarządczych (Opcjonalnie) wsparcie w analizach w języku R i skryptach w Pythonie / Linuxie ✅ Wymagania Min. 4–5 lat doświadczenia na stanowiskach analitycznych, BI lub konsultingowych Bardzo dobra znajomość Power BI / Tableau Praktyczna znajomość SQL – umiejętność pisania zapytań, łączenia tabel, optymalizacji Doświadczenie w pracy z danymi biznesowymi i przygotowywaniu raportów dla interesariuszy Komunikatywność i umiejętność pracy w środowisku biznesowym (kontakt z zespołem i zarządem) 💡 Mile widziane Znajomość R (np. dplyr , ggplot2 , shiny ) – projekt nie wymaga R, ale może się przydać Znajomość Azure Dev, Python , Linux (bash, crontab) 💬 Oferujemy Współpraca B2B w wymiarze 0,5 etatu (ok. 20h tygodniowo) Możliwość elastycznego rozplanowania czasu (2–3 dni/tydzień lub podział godzinowy) Praca w zespole z doświadczonymi analitykami i architektami BI Projekt z dużym wpływem na decyzje zarządcze Jeśli oferta jest dla Ciebie interesująca, prześlij swoje CV!","[{""min"": 20160, ""max"": 26880, ""type"": ""Net per month - B2B""}]",Data Analysis & BI,Data Analysis & BI
Full-time,Mid,B2B,Hybrid,619,"Analityk Hurtowni Danych (DWH) - SQL, Azure",Upvanta sp. z o.o.,"Poszukujemy Analityka Hurtowni Danych (DWH), który będzie wspierał rozwój, utrzymanie i optymalizację hurtowni danych wykorzystywanej w analizach biznesowych na dużą skalę. Jeśli masz doświadczenie z SQL, Azure i Power BI, swobodnie poruszasz się w świecie modelowania danych, a jednocześnie potrafisz łączyć potrzeby techniczne z biznesowymi – ta rola może być właśnie dla Ciebie. Lokalizacja: Wrocław lub okolice (praca hybrydowa – minimum 1 dzień w biurze co tydzień lub raz na 2 tygodnie) Zakres obowiązków: Analiza biznesowo-systemowa w kontekście hurtowni danych oraz projektowanie i implementacja struktur hurtowni. Analiza biznesowo-systemowa w kontekście hurtowni danych oraz projektowanie i implementacja struktur hurtowni. Modelowanie danych i tworzenie oraz interpretacja modeli ERD. Modelowanie danych i tworzenie oraz interpretacja modeli ERD. Optymalizacja zapytań SQL oraz analiza dużych wolumenów danych (setki milionów transakcji). Optymalizacja zapytań SQL oraz analiza dużych wolumenów danych (setki milionów transakcji). Współpraca z zespołami deweloperskimi i biznesowymi w celu dostosowania rozwiązań do wymagań klienta. Współpraca z zespołami deweloperskimi i biznesowymi w celu dostosowania rozwiązań do wymagań klienta. Tworzenie i wdrażanie połączeń między hurtownią danych a źródłami danych, takimi jak sFTP, Azure DB, onPremDB, QuickBase oraz Power BI. Tworzenie i wdrażanie połączeń między hurtownią danych a źródłami danych, takimi jak sFTP, Azure DB, onPremDB, QuickBase oraz Power BI. Utrzymanie hurtowni danych i procedur automatyzacji, diagnozowanie problemów wydajnościowych oraz naprawa błędów w środowisku (np. Azure Data Factory, Azure SQL Server, maszyny wirtualne). Utrzymanie hurtowni danych i procedur automatyzacji, diagnozowanie problemów wydajnościowych oraz naprawa błędów w środowisku (np. Azure Data Factory, Azure SQL Server, maszyny wirtualne). Wykorzystanie systemów kontroli wersji (Git) do zarządzania kodem oraz współpracy z zespołami. Wykorzystanie systemów kontroli wersji (Git) do zarządzania kodem oraz współpracy z zespołami. Tworzenie dokumentacji technicznej i analitycznej związanej z implementacją i utrzymaniem hurtowni danych. Tworzenie dokumentacji technicznej i analitycznej związanej z implementacją i utrzymaniem hurtowni danych. Dodawanie procedur składowanych, tabel, triggerów (T-SQL, Git, Visual Studio) oraz wdrażanie zmian w środowiskach produkcyjnych. Dodawanie procedur składowanych, tabel, triggerów (T-SQL, Git, Visual Studio) oraz wdrażanie zmian w środowiskach produkcyjnych. Wymagania: Wykształcenie wyższe z zakresu informatyki lub pokrewne. Wykształcenie wyższe z zakresu informatyki lub pokrewne. Minimum 2 lata doświadczenia w implementacji i zarządzaniu hurtowniami danych. Minimum 2 lata doświadczenia w implementacji i zarządzaniu hurtowniami danych. Bardzo dobra znajomość języka SQL (T-SQL, PostgreSQL) na poziomie średniozaawansowanym. Bardzo dobra znajomość języka SQL (T-SQL, PostgreSQL) na poziomie średniozaawansowanym. Doświadczenie w pracy z dużymi wolumenami danych (setki milionów transakcji). Doświadczenie w pracy z dużymi wolumenami danych (setki milionów transakcji). Umiejętność modelowania danych oraz tworzenia modeli ERD. Umiejętność modelowania danych oraz tworzenia modeli ERD. Zdolności analityczne oraz umiejętność rozwiązywania problemów w kontekście hurtowni danych. Zdolności analityczne oraz umiejętność rozwiązywania problemów w kontekście hurtowni danych. Znajomość systemu kontroli wersji (Git) i narzędzi do zarządzania kodem. Znajomość systemu kontroli wersji (Git) i narzędzi do zarządzania kodem. Praktyczna znajomość Microsoft Azure oraz Power BI. Praktyczna znajomość Microsoft Azure oraz Power BI. Mile widziane: Znajomość Oracle. Znajomość Oracle. Doświadczenie w modelowaniu i implementacji hurtowni danych w metodologii Data Vault. Doświadczenie w modelowaniu i implementacji hurtowni danych w metodologii Data Vault. Znajomość narzędzi do automatyzacji implementacji hurtowni danych (np. Wherescape). Znajomość narzędzi do automatyzacji implementacji hurtowni danych (np. Wherescape). Znajomość technologii SSAS Tabular. Znajomość technologii SSAS Tabular. Znajomość Python. Znajomość Python. Brzmi interesująco?Jeśli chcesz pracować z dużymi zbiorami danych, mieć realny wpływ na architekturę hurtowni i rozwijać się w środowisku opartym na nowoczesnych technologiach, czekamy na Twoją aplikację.",[],Database Administration,Database Administration
Full-time,Mid,B2B,Remote,620,Data Scientist,DCV Technologies,"Data Scientist 📌 We are looking for Data Scientist on behalf of our client to join to the project. 📍 Remote from Bulgaria ◻️ B2B contract 2 years of experience (7-10 years preferred) working in a Data Scientist role with proven track record of using knowledge of data analysis, statistics, machine learning, and predictive modeling to leverage AutoML tools and build custom solutions to support initiatives Demonstrated and advanced proficiency with programming languages (Python, PySpark, R) and developing custom scripts that execute analytics pipelines using large data sets spanning various levels of complexity and curation (raw data to semantic views) Strong knowledge of machine learning algorithms, including unsupervised (clustering, dimension reduction, association, recommendation systems, graph), supervised (classification, linear regression, decision trees, random forests), deep learning (CNN/GNN/RNN), and reinforcement learning Expertise on best practices related to techniques, methods to use, benefits/limitations of each, and performance improvement options through hyperparameter optimization Demonstrated proficiency with cloud data platforms at an enterprise level and strong knowledge of SQL; preferably Google BigQuery (including BigQuery ML, BigQuery Studio) Additionally, C2H will be an option. 📩 If you’re interested and meet the qualifications, please send your CV to Alina Pchelnikova at alina.pchelnikova@dcvtechnologies.co.uk",[],Data Science,Data Science
